event,scenario,main_character,emotion1,emotion2,emotion3,emotion4,answer,context_type
Robin went to his cabin in the woods and devoted himself to writing.,"Robin went to his cabin in the woods and devoted himself to writing, surrounded by the serene sounds of nature, with a peaceful lake nearby.",Robin,Anxiety,Pensiveness,Intimidation,Serenity,Serenity,place
Robin went to his cabin in the woods and devoted himself to writing.,"Robin went to his cabin in the woods and devoted himself to writing, in the midst of a storm, with the wind howling and rain pounding on the roof.",Robin,Anxiety,Pensiveness,Intimidation,Serenity,Pensiveness,place
Carson held it together and got a lot of praise for this act.,Carson held it together during a high-pressure presentation at work and got a lot of praise for this act from his colleagues.,Carson,Relief,Comfortableness,Pride,Gratitude,Pride,agent
Carson held it together and got a lot of praise for this act.,Carson held it together while managing a crisis at home and got a lot of praise for this act from his family members.,Carson,Relief,Comfortableness,Pride,Gratitude,Pride,agent
Carson played soccer in the park and had a good time winning the game.,"After a solid team practice, Carson played soccer in the park and had a good time winning the game.",Carson,Pride,Relief,Determination,Comfortableness,Pride,time
Carson played soccer in the park and had a good time winning the game.,"After a middling team practice, Carson played soccer in the park and had a good time winning the game.",Carson,Pride,Relief,Determination,Comfortableness,Pride,time
Riley taught them how to fish so that they could have dinner.,Riley taught them how to fish so that they could have dinner just before sunset.,Riley,Serenity,Anxiety,Vigilance,Pensiveness,Serenity,time
Riley taught them how to fish so that they could have dinner.,Riley taught them how to fish so that they could have dinner during a stormy afternoon.,Riley,Serenity,Anxiety,Vigilance,Pensiveness,Vigilance,time
Tracy was dying after being shot so Addison held Tracy in her arms until the police arrived.,"Tracy was dying after being shot so Addison, her killer, held Tracy in her arms until the police arrived.",Tracy,Trust,Fear,Anger,Pensiveness,Fear,agent
Tracy was dying after being shot so Addison held Tracy in her arms until the police arrived.,"Tracy was dying after being shot so Addison, her friend, held Tracy in her arms until the police arrived.",Tracy,Trust,Fear,Anger,Pensiveness,Fear,agent
Casey saw a mouse in their home and chased it away with a broom.,"Casey saw a mouse in their home and chased it away with a broom in their tidy and meticulously organized kitchen, where they had just finished preparing dinner.",Casey,Helplessness,Fear,Pensiveness,Annoyance,Annoyance,place
Casey saw a mouse in their home and chased it away with a broom.,"Casey saw a mouse in their home and chased it away with a broom in their dimly lit basement, where stacks of old boxes and cobwebs lined the walls.",Casey,Helplessness,Fear,Pensiveness,Annoyance,Fear,place
Ash loved playing soccer and Joined with a team to play the sport.,"Ash loved playing soccer and joined a team to play the sport, where his teammates were welcoming and supportive, creating a positive and encouraging environment.",Ash,Frustration,Embarrassment,Joy,Surprise,Joy,agent
Ash loved playing soccer and Joined with a team to play the sport.,"Ash loved playing soccer and joined a team to play the sport, where his teammates were competitive and dismissive, creating a tense and challenging atmosphere.",Ash,Frustration,Embarrassment,Joy,Surprise,Frustration,agent
Taylor blew the crowd away by singing better than any of the contestants.,Taylor blew the crowd away by singing better than any of the contestants during the final round of a highly publicized singing competition.,Taylor,Relief,Comfortableness,Pride,Gratitude,Pride,time
Taylor blew the crowd away by singing better than any of the contestants.,Taylor blew the crowd away by singing better than any of the contestants during a low-key community talent show.,Taylor,Relief,Comfortableness,Pride,Gratitude,Pride,time
Skylar's sibling Kai had a cold. Skylar cooked for Kai while they convalesced.,"Skylar's sibling Kai had a cold. Skylar cooked for Kai while they convalesced, with their mother helping in the kitchen and offering words of encouragement.",Skylar,Gratitude,Comfortableness,Concern,Frustration,Concern,agent
Skylar's sibling Kai had a cold. Skylar cooked for Kai while they convalesced.,"Skylar's sibling Kai had a cold. Skylar cooked for Kai while they convalesced, feeling pressure from their strict father who criticized Skylar's cooking skills.",Skylar,Gratitude,Comfortableness,Concern,Frustration,Frustration,agent
Robin was introducing his brother Jordan to his new girlfriend and Jordan made a good first impression by telling jokes.,"Robin was introducing his brother Jordan to his new girlfriend at a casual backyard barbecue, where the atmosphere was relaxed and everyone was laughing together.",Robin,Anxiety,Intimidation,Pride,Joy,Joy,place
Robin was introducing his brother Jordan to his new girlfriend and Jordan made a good first impression by telling jokes.,"Robin was introducing his brother Jordan to his new girlfriend at a formal dinner party, where the atmosphere felt tense and everyone was watching closely.",Robin,Anxiety,Intimidation,Pride,Joy,Anxiety,place
if jesse went homeless robin would help jesse.,"If Jesse went homeless, Robin would help Jesse by providing shelter and food, involving their mutual friends and family.",Jesse,Gratitude,Confusion,Optimism,Admiration,Gratitude,agent
if jesse went homeless robin would help jesse.,"If Jesse went homeless, Robin would help Jesse by finding temporary accommodation and connecting Jesse to local support services.",Jesse,Gratitude,Confusion,Optimism,Admiration,Gratitude,agent
Tracy bought a new soccer ball and brought it to their home with them.,"Tracy bought a new soccer ball and brought it to their home, where her younger sibling eagerly awaited to play with her, excited about their new toy.",Tracy,Pensiveness,Joy,Displeasure,Frustration,Joy,agent
Tracy bought a new soccer ball and brought it to their home with them.,"Tracy bought a new soccer ball and brought it to their home, where her pet dog immediately started chewing on it, ruining the new ball.",Tracy,Pensiveness,Joy,Displeasure,Frustration,Frustration,agent
Tracy played football with their friends and lost both games.,Tracy played football with their friends and lost both games in a friendly neighborhood park where everyone knew each other.,Tracy,Discouragement,Surrender,Helplessness,Annoyance,Discouragement,place
Tracy played football with their friends and lost both games.,Tracy played football with their friends and lost both games in a competitive sports league at a large stadium.,Tracy,Discouragement,Surrender,Helplessness,Annoyance,Discouragement,place
Kendall took his dog home soon. He was close with his dog.,"Kendall took his dog home soon. He was close with his dog, who had just been reunited with him after being lost for several days.",Kendall,Relief,Grief,Anxiety,Gratitude,Relief,agent
Kendall took his dog home soon. He was close with his dog.,"Kendall took his dog home soon. He was close with his dog, who was visibly ill and required immediate attention from the veterinarian.",Kendall,Relief,Grief,Anxiety,Gratitude,Anxiety,agent
Jesse was finally confident about his writing and published every book.,"Jesse was finally confident about his writing and published every book, with enthusiastic feedback and positive reviews from readers and critics pouring in.",Jesse,Gratitude,Rage,Pride,Discouragement,Pride,agent
Jesse was finally confident about his writing and published every book.,"Jesse was finally confident about his writing and published every book, but faced harsh criticism and rejection from the literary community.",Jesse,Gratitude,Rage,Pride,Discouragement,Discouragement,agent
Sydney had a lot of work to do and very little time to do it.,"Sydney had a lot of work to do and very little time to do it, with a tight deadline approaching and no chance to ask for an extension.",Sydeny,Impatience,Vigilance,Anxiety,Determination,Anxiety,time
